year,FIPS,area_name,age_in_yrs_num,age_in_yrs_char,total,total_male,total_female,nh_white_total,nh_white_male,nh_white_female,nh_black_total,nh_black_male,nh_black_female,hispanic_total,hispanic_male,hispanic_female,nh_asian_total,nh_asian_male,nh_asian_female,nh_other_total,nh_other_male,nh_other_female
2022,113,Dallas County,75,75 yrs,14508,6301,8207,8156,3661,4495,2926,1148,1778,2525,1091,1434,755,348,407,146,53,93
2022,113,Dallas County,76,76 yrs,11215,4813,6402,5805,2544,3261,2438,951,1487,2232,984,1248,643,291,352,97,43,54
2022,113,Dallas County,77,77 yrs,11016,4638,6378,5839,2500,3339,2421,892,1529,1990,895,1095,658,313,345,108,38,70
2022,113,Dallas County,78,78 yrs,10280,4387,5893,5661,2518,3143,2070,792,1278,1881,781,1100,577,265,312,91,31,60
2022,113,Dallas County,79,79 yrs,9520,3957,5563,5400,2295,3105,1927,721,1206,1581,655,926,553,263,290,59,23,36
2022,113,Dallas County,80,80 yrs,8089,3293,4796,4588,1916,2672,1652,605,1047,1362,569,793,430,183,247,57,20,37
2022,113,Dallas County,81,81 yrs,7611,3067,4544,4297,1788,2509,1531,522,1009,1336,560,776,405,183,222,42,14,28
2022,113,Dallas County,82,82 yrs,6796,2702,4094,3868,1578,2290,1317,460,857,1205,486,719,364,166,198,42,12,30
2022,113,Dallas County,83,83 yrs,6175,2455,3720,3620,1487,2133,1157,397,760,1040,411,629,324,151,173,34,9,25
2022,113,Dallas County,84,84 yrs,5551,2194,3357,3284,1333,1951,1005,340,665,946,377,569,290,136,154,26,8,18
2022,113,Dallas County,85,85 yrs,4930,1864,3066,2910,1127,1783,918,294,624,809,319,490,271,118,153,22,6,16
2022,113,Dallas County,86,86 yrs,4510,1689,2821,2732,1061,1671,802,236,566,725,286,439,225,101,124,26,5,21
2022,113,Dallas County,87,87 yrs,4162,1481,2681,2577,919,1658,731,240,491,649,237,412,186,81,105,19,4,15
2022,113,Dallas County,88,88 yrs,3550,1268,2282,2215,802,1413,635,186,449,538,213,325,147,63,84,15,4,11
2022,113,Dallas County,89,89 yrs,3084,1054,2030,1965,691,1274,553,146,407,427,157,270,126,57,69,13,3,10
2022,113,Dallas County,90,90 yrs,2671,908,1763,1766,615,1151,401,104,297,375,143,232,117,43,74,12,3,9
2022,113,Dallas County,91,91 yrs,2323,749,1574,1525,503,1022,360,86,274,333,120,213,95,39,56,10,1,9
2022,113,Dallas County,92,92 yrs,2004,615,1389,1298,412,886,330,68,262,282,103,179,87,31,56,7,1,6
2022,113,Dallas County,93,93 yrs,1570,468,1102,1050,326,724,259,54,205,191,62,129,65,25,40,5,1,4
2022,113,Dallas County,94,94 yrs,1171,333,838,789,223,566,172,40,132,156,49,107,47,20,27,7,1,6
2022,113,Dallas County,95,95+ yrs,3172,816,2356,2081,536,1545,532,96,436,423,139,284,122,42,80,14,3,11
2023,113,Dallas County,-1,All Ages,2845619,1392878,1452741,773306,380943,392363,649705,301095,348610,1143733,574211,569522,216428,106745,109683,62447,29884,32563
2023,113,Dallas County,0,< 1 yr,43884,22391,21493,8664,4418,4246,9210,4701,4509,21412,10920,10492,2885,1477,1408,1713,875,838
2023,113,Dallas County,1,1 yr,43360,22074,21286,8661,4415,4246,9154,4654,4500,21012,10705,10307,2858,1450,1408,1675,850,825
2023,113,Dallas County,2,2 yrs,43099,21953,21146,8702,4436,4266,9180,4670,4510,20720,10550,10170,2846,1453,1393,1651,844,807
2023,113,Dallas County,3,3 yrs,42851,21791,21060,8738,4454,4284,9200,4667,4533,20446,10405,10041,2843,1440,1403,1624,825,799
2023,113,Dallas County,4,4 yrs,42592,21670,20922,8764,4468,4296,9214,4677,4537,20188,10267,9921,2830,1442,1388,1596,816,780
2023,113,Dallas County,5,5 yrs,42357,21511,20846,8780,4476,4304,9218,4664,4554,19959,10144,9815,2829,1429,1400,1571,798,773
2023,113,Dallas County,6,6 yrs,42104,21375,20729,8805,4485,4320,9205,4664,4541,19729,10005,9724,2820,1433,1387,1545,788,757
2023,113,Dallas County,7,7 yrs,41853,21192,20661,8812,4484,4328,9178,4644,4534,19538,9887,9651,2809,1413,1396,1516,764,752
2023,113,Dallas County,8,8 yrs,41597,21059,20538,8799,4471,4328,9144,4634,4510,19376,9789,9587,2790,1413,1377,1488,752,736
2023,113,Dallas County,9,9 yrs,41310,20859,20451,8769,4451,4318,9085,4597,4488,19236,9696,9540,2766,1388,1378,1454,727,727
2023,113,Dallas County,10,10 yrs,40997,20694,20303,8725,4425,4300,9007,4563,4444,19118,9616,9502,2728,1378,1350,1419,712,707
2023,113,Dallas County,11,11 yrs,40654,20500,20154,8676,4392,4284,8795,4448,4347,19102,9621,9481,2715,1361,1354,1366,678,688
2023,113,Dallas County,12,12 yrs,40314,20358,19956,8623,4355,4268,8578,4348,4230,19105,9638,9467,2695,1358,1337,1313,659,654
2023,113,Dallas County,13,13 yrs,39431,19927,19504,6526,3337,3189,8547,4358,4189,20671,10345,10326,2479,1284,1195,1208,603,605
2023,113,Dallas County,14,14 yrs,39776,20105,19671,6434,3227,3207,8656,4356,4300,20985,10683,10302,2525,1276,1249,1176,563,613
2023,113,Dallas County,15,15 yrs,40845,20844,20001,6563,3289,3274,8766,4518,4248,21731,11142,10589,2581,1296,1285,1204,599,605
2023,113,Dallas County,16,16 yrs,41401,21117,20284,6828,3506,3322,8866,4567,4299,21958,11210,10748,2691,1339,1352,1058,495,563
2023,113,Dallas County,17,17 yrs,41232,20802,20430,6929,3506,3423,8729,4397,4332,21676,10944,10732,2859,1452,1407,1039,503,536
2023,113,Dallas County,18,18 yrs,39244,19865,19379,6681,3423,3258,7993,4063,3930,20846,10514,10332,2821,1435,1386,903,430,473
2023,113,Dallas County,19,19 yrs,36589,18554,18035,6061,3066,2995,7436,3740,3696,19400,9844,9556,2798,1476,1322,894,428,466
2023,113,Dallas County,20,20 yrs,36949,18623,18326,6188,3164,3024,7434,3741,3693,19500,9810,9690,2955,1491,1464,872,417,455
2023,113,Dallas County,21,21 yrs,38640,19429,19211,6650,3370,3280,8070,4045,4025,20108,10126,9982,2970,1480,1490,842,408,434
2023,113,Dallas County,22,22 yrs,40275,20178,20097,7389,3805,3584,8469,4263,4206,20060,9978,10082,3444,1713,1731,913,419,494
2023,113,Dallas County,23,23 yrs,41401,20451,20950,8272,4153,4119,9238,4494,4744,19477,9689,9788,3456,1641,1815,958,474,484
2023,113,Dallas County,24,24 yrs,41657,20467,21190,9065,4604,4461,9343,4563,4780,18732,9119,9613,3478,1716,1762,1039,465,574
2023,113,Dallas County,25,25 yrs,42779,21039,21740,9891,5031,4860,9960,4904,5056,18152,8826,9326,3657,1763,1894,1119,515,604
2023,113,Dallas County,26,26 yrs,43300,21149,22151,10548,5372,5176,10357,4976,5381,17608,8587,9021,3732,1730,2002,1055,484,571
2023,113,Dallas County,27,27 yrs,43361,21179,22182,10497,5345,5152,10687,5251,5436,17241,8209,9032,3823,1837,1986,1113,537,576
2023,113,Dallas County,28,28 yrs,44524,22074,22450,11007,5731,5276,11581,5630,5951,16831,8205,8626,3931,1966,1965,1174,542,632
2023,113,Dallas County,29,29 yrs,43936,21521,22415,10728,5580,5148,11813,5681,6132,16283,7872,8411,4023,1892,2131,1089,496,593
2023,113,Dallas County,30,30 yrs,43550,21345,22205,10408,5443,4965,12544,5994,6550,16022,7745,8277,3468,1688,1780,1108,475,633
2023,113,Dallas County,31,31 yrs,42869,21127,21742,10586,5467,5119,12144,5888,6256,15540,7560,7980,3623,1767,1856,976,445,531
2023,113,Dallas County,32,32 yrs,43069,21211,21858,10678,5526,5152,12115,5752,6363,15592,7578,8014,3687,1886,1801,997,469,528
2023,113,Dallas County,33,33 yrs,42382,21012,21370,10732,5636,5096,11797,5506,6291,15106,7526,7580,3780,1898,1882,967,446,521
2023,113,Dallas County,34,34 yrs,40813,20138,20675,10352,5189,5163,11051,5175,5876,14658,7484,7174,3905,1924,1981,847,366,481
2023,113,Dallas County,35,35 yrs,41221,20521,20700,10943,5466,5477,10547,4881,5666,14999,7643,7356,3873,2160,1713,859,371,488
2023,113,Dallas County,36,36 yrs,41069,20104,20965,11330,5559,5771,10084,4648,5436,15052,7699,7353,3777,1870,1907,826,328,498
2023,113,Dallas County,37,37 yrs,41488,20175,21313,11705,5735,5970,9963,4433,5530,15013,7623,7390,3965,1983,1982,842,401,441
2023,113,Dallas County,38,38 yrs,39690,19565,20125,11161,5476,5685,9350,4227,5123,14762,7545,7217,3661,1983,1678,756,334,422
2023,113,Dallas County,39,39 yrs,39257,19181,20076,10726,5442,5284,9056,4057,4999,14700,7462,7238,4029,1863,2166,746,357,389
2023,113,Dallas County,40,40 yrs,40480,19745,20735,10794,5479,5315,9303,4107,5196,15480,7828,7652,4094,1962,2132,809,369,440
2023,113,Dallas County,41,41 yrs,39474,19460,20014,10404,5265,5139,8956,3981,4975,15469,7946,7523,3864,1903,1961,781,365,416
2023,113,Dallas County,42,42 yrs,39455,19256,20199,10190,5129,5061,9037,3966,5071,15926,8146,7780,3658,1703,1955,644,312,332
2023,113,Dallas County,43,43 yrs,39499,19469,20030,9705,4958,4747,8967,3912,5055,16401,8412,7989,3703,1835,1868,723,352,371
2023,113,Dallas County,44,44 yrs,36344,17964,18380,8904,4540,4364,8293,3647,4646,15232,7842,7390,3307,1638,1669,608,297,311
2023,113,Dallas County,45,45 yrs,36280,17855,18425,8742,4424,4318,7924,3419,4505,15892,8186,7706,3151,1581,1570,571,245,326
2023,113,Dallas County,46,46 yrs,35717,17379,18338,8604,4431,4173,7830,3365,4465,15672,7832,7840,3045,1489,1556,566,262,304
2023,113,Dallas County,47,47 yrs,35643,17193,18450,8445,4287,4158,7547,3200,4347,15805,7851,7954,3314,1595,1719,532,260,272
2023,113,Dallas County,48,48 yrs,36437,17929,18508,8747,4473,4274,7599,3318,4281,16358,8280,8078,3203,1607,1596,530,251,279
2023,113,Dallas County,49,49 yrs,34428,16663,17765,8380,4232,4148,7416,3175,4241,15162,7531,7631,3039,1519,1520,431,206,225
2023,113,Dallas County,50,50 yrs,34861,17154,17707,8721,4507,4214,7625,3348,4277,15069,7608,7461,2922,1439,1483,524,252,272
2023,113,Dallas County,51,51 yrs,35168,17263,17905,9230,4699,4531,7817,3449,4368,14810,7434,7376,2845,1455,1390,466,226,240
2023,113,Dallas County,52,52 yrs,35530,17329,18201,10037,5147,4890,8027,3474,4553,14186,7056,7130,2786,1426,1360,494,226,268
2023,113,Dallas County,53,53 yrs,35321,17367,17954,10063,5153,4910,7739,3363,4376,14426,7346,7080,2621,1269,1352,472,236,236
2023,113,Dallas County,54,54 yrs,32405,16259,16146,9425,4831,4594,7116,3223,3893,12981,6735,6246,2463,1262,1201,420,208,212
2023,113,Dallas County,55,55 yrs,31993,15825,16168,9255,4683,4572,7321,3242,4079,12703,6528,6175,2268,1151,1117,446,221,225
2023,113,Dallas County,56,56 yrs,30891,15288,15603,9250,4739,4511,7121,3144,3977,12116,6272,5844,2032,945,1087,372,188,184
2023,113,Dallas County,57,57 yrs,30981,15305,15676,9380,4753,4627,7430,3246,4184,11778,6128,5650,2002,983,1019,391,195,196
2023,113,Dallas County,58,58 yrs,32268,16043,16225,10479,5386,5093,7847,3435,4412,11495,6033,5462,2005,981,1024,442,208,234
2023,113,Dallas County,59,59 yrs,31373,15521,15852,10937,5469,5468,7472,3247,4225,10539,5605,4934,2007,984,1023,418,216,202
2023,113,Dallas County,60,60 yrs,31129,15099,16030,11499,5756,5743,7330,3134,4196,9951,5089,4862,1934,917,1017,415,203,212
2023,113,Dallas County,61,61 yrs,30061,14542,15519,11642,5702,5940,7152,3125,4027,9165,4723,4442,1748,825,923,354,167,187
2023,113,Dallas County,62,62 yrs,29895,14528,15367,11560,5698,5862,7137,3089,4048,8981,4661,4320,1826,901,925,391,179,212
2023,113,Dallas County,63,63 yrs,29329,14226,15103,11578,5651,5927,7013,3069,3944,8508,4454,4054,1839,857,982,391,195,196
2023,113,Dallas County,64,64 yrs,27290,13009,14281,11174,5476,5698,6484,2760,3724,7588,3849,3739,1704,769,935,340,155,185
2023,113,Dallas County,65,65 yrs,26584,12656,13928,11193,5455,5738,6288,2706,3582,6963,3497,3466,1768,821,947,372,177,195
2023,113,Dallas County,66,66 yrs,25345,11883,13462,10783,5148,5635,6004,2514,3490,6496,3251,3245,1736,825,911,326,145,181
2023,113,Dallas County,67,67 yrs,23995,11320,12675,10517,5107,5410,5590,2363,3227,6020,2989,3031,1557,711,846,311,150,161
2023,113,Dallas County,68,68 yrs,22701,10637,12064,10298,4910,5388,5224,2194,3030,5466,2727,2739,1439,688,751,274,118,156
2023,113,Dallas County,69,69 yrs,20359,9272,11087,9501,4363,5138,4575,1894,2681,4698,2279,2419,1334,620,714,251,116,135
2023,113,Dallas County,70,70 yrs,19647,8955,10692,9317,4333,4984,4385,1798,2587,4328,2089,2239,1367,628,739,250,107,143
2023,113,Dallas County,71,71 yrs,18151,8073,10078,8713,3963,4750,4192,1647,2545,3892,1823,2069,1133,537,596,221,103,118
2023,113,Dallas County,72,72 yrs,17305,7739,9566,8121,3725,4396,4097,1602,2495,3707,1781,1926,1194,545,649,186,86,100
2023,113,Dallas County,73,73 yrs,16205,7136,9069,7887,3548,4339,3729,1473,2256,3274,1514,1760,1140,530,610,175,71,104
2023,113,Dallas County,74,74 yrs,15326,6747,8579,7622,3411,4211,3568,1417,2151,3015,1413,1602,968,447,521,153,59,94
2023,113,Dallas County,75,75 yrs,14951,6445,8506,7929,3499,4430,3343,1327,2016,2707,1180,1527,833,377,456,139,62,77
2023,113,Dallas County,76,76 yrs,13999,6035,7964,7859,3505,4354,2806,1088,1718,2461,1053,1408,741,343,398,132,46,86
2023,113,Dallas County,77,77 yrs,10787,4590,6197,5575,2426,3149,2329,896,1433,2167,946,1221,629,285,344,87,37,50
2023,113,Dallas County,78,78 yrs,10558,4405,6153,5589,2374,3215,2309,838,1471,1924,856,1068,639,305,334,97,32,65
2023,113,Dallas County,79,79 yrs,9810,4149,5661,5397,2382,3015,1962,742,1220,1812,743,1069,559,256,303,80,26,54
2023,113,Dallas County,80,80 yrs,9041,3719,5322,5121,2156,2965,1819,670,1149,1514,619,895,535,255,280,52,19,33
2023,113,Dallas County,81,81 yrs,7710,3103,4607,4365,1804,2561,1569,563,1006,1313,544,769,413,175,238,50,17,33
2023,113,Dallas County,82,82 yrs,7212,2870,4342,4062,1671,2391,1446,482,964,1281,532,749,386,173,213,37,12,25
2023,113,Dallas County,83,83 yrs,6401,2509,3892,3634,1464,2170,1237,421,816,1148,458,690,346,156,190,36,10,26
2023,113,Dallas County,84,84 yrs,5780,2263,3517,3378,1369,2009,1080,361,719,986,384,602,307,142,165,29,7,22
2023,113,Dallas County,85,85 yrs,5154,2003,3151,3040,1216,1824,933,306,627,887,349,538,272,126,146,22,6,16
2023,113,Dallas County,86,86 yrs,4536,1687,2849,2668,1016,1652,837,261,576,754,294,460,257,111,146,20,5,15
2023,113,Dallas County,87,87 yrs,4104,1511,2593,2475,944,1531,727,208,519,668,260,408,212,95,117,22,4,18
2023,113,Dallas County,88,88 yrs,3739,1302,2437,2306,805,1501,655,207,448,591,213,378,171,74,97,16,3,13
2023,113,Dallas County,89,89 yrs,3149,1106,2043,1953,692,1261,564,164,400,484,189,295,136,58,78,12,3,9
2023,113,Dallas County,90,90 yrs,2694,898,1796,1708,586,1122,482,121,361,378,137,241,114,51,63,12,3,9
2023,113,Dallas County,91,91 yrs,2288,758,1530,1504,510,994,342,84,258,327,123,204,106,39,67,9,2,7
2023,113,Dallas County,92,92 yrs,1963,613,1350,1273,407,866,311,70,241,286,101,185,84,34,50,9,1,8
2023,113,Dallas County,93,93 yrs,1652,493,1159,1057,323,734,278,58,220,236,84,152,76,27,49,5,1,4
2023,113,Dallas County,94,94 yrs,1256,359,897,833,248,585,207,40,167,158,50,108,53,20,33,5,1,4
2023,113,Dallas County,95,95+ yrs,3245,841,2404,2087,537,1550,550,103,447,455,147,308,138,51,87,15,3,12
2024,113,Dallas County,-1,All Ages,2882853,1409931,1472922,770904,379890,391014,659467,305773,353694,1162151,582120,580031,225950,111348,114602,64381,30800,33581
2024,113,Dallas County,0,< 1 yr,44290,22574,21716,8552,4362,4190,9266,4721,4545,21741,11088,10653,2980,1514,1466,1751,889,862
2024,113,Dallas County,1,1 yr,43753,22300,21453,8548,4357,4191,9214,4693,4521,21328,10867,10461,2949,1508,1441,1714,875,839
2024,113,Dallas County,2,2 yrs,43480,22122,21358,8589,4378,4211,9252,4699,4553,21023,10704,10319,2929,1484,1445,1687,857,830
2024,113,Dallas County,3,3 yrs,43215,22000,21215,8629,4399,4230,9277,4714,4563,20730,10549,10181,2916,1487,1429,1663,851,812
2024,113,Dallas County,4,4 yrs,42974,21840,21134,8666,4418,4248,9300,4712,4588,20458,10404,10054,2914,1474,1440,1636,832,804
2024,113,Dallas County,5,5 yrs,42716,21720,20996,8692,4431,4261,9314,4722,4592,20200,10267,9933,2901,1476,1425,1609,824,785
2024,113,Dallas County,6,6 yrs,42461,21532,20929,8736,4449,4287,9304,4707,4597,19943,10115,9828,2895,1460,1435,1583,801,782
2024,113,Dallas County,7,7 yrs,42208,21396,20812,8761,4458,4303,9290,4706,4584,19712,9976,9736,2886,1464,1422,1559,792,767
2024,113,Dallas County,8,8 yrs,41955,21213,20742,8767,4457,4310,9263,4686,4577,19520,9858,9662,2875,1444,1431,1530,768,762
2024,113,Dallas County,9,9 yrs,41697,21080,20617,8755,4444,4311,9229,4677,4552,19357,9760,9597,2855,1443,1412,1501,756,745
2024,113,Dallas County,10,10 yrs,41407,20879,20528,8725,4425,4300,9168,4639,4529,19218,9667,9551,2830,1418,1412,1466,730,736
2024,113,Dallas County,11,11 yrs,41095,20750,20345,8688,4398,4290,8977,4550,4427,19194,9667,9527,2822,1426,1396,1414,709,705
2024,113,Dallas County,12,12 yrs,40746,20552,20194,8637,4364,4273,8764,4434,4330,19176,9671,9505,2808,1408,1400,1361,675,686
2024,113,Dallas County,13,13 yrs,40396,20406,19990,8580,4326,4254,8545,4332,4213,19175,9686,9489,2787,1405,1382,1309,657,652
2024,113,Dallas County,14,14 yrs,39516,19978,19538,6487,3311,3176,8519,4345,4174,20742,10393,10349,2564,1328,1236,1204,601,603
2024,113,Dallas County,15,15 yrs,39827,20143,19684,6415,3226,3189,8605,4327,4278,21028,10712,10316,2607,1317,1290,1172,561,611
2024,113,Dallas County,16,16 yrs,41899,21328,20571,6867,3429,3438,8856,4557,4299,22084,11295,10789,2873,1444,1429,1219,603,616
2024,113,Dallas County,17,17 yrs,42106,21404,20702,7050,3595,3455,8829,4533,4296,22220,11315,10905,2960,1475,1485,1047,486,561
2024,113,Dallas County,18,18 yrs,40261,20359,19902,6638,3405,3233,8264,4192,4072,21339,10751,10588,2982,1515,1467,1038,496,542
2024,113,Dallas County,19,19 yrs,37513,18972,18541,6089,3087,3002,7577,3863,3714,20048,10118,9930,2897,1478,1419,902,426,476
2024,113,Dallas County,20,20 yrs,37816,19079,18737,6295,3182,3113,7599,3800,3799,19882,10017,9865,3117,1647,1470,923,433,490
2024,113,Dallas County,21,21 yrs,38226,19129,19097,6494,3311,3183,7882,3923,3959,19637,9816,9821,3289,1637,1652,924,442,482
2024,113,Dallas County,22,22 yrs,40310,20095,20215,7155,3614,3541,8605,4279,4326,20297,10124,10173,3350,1636,1714,903,442,461
2024,113,Dallas County,23,23 yrs,42359,21099,21260,8207,4212,3995,8972,4484,4488,20270,10023,10247,3934,1938,1996,976,442,534
2024,113,Dallas County,24,24 yrs,43294,21309,21985,8952,4514,4438,9708,4696,5012,19748,9775,9973,3856,1817,2039,1030,507,523
2024,113,Dallas County,25,25 yrs,43500,21254,22246,9771,4967,4804,9867,4780,5087,18882,9142,9740,3879,1877,2002,1101,488,613
2024,113,Dallas County,26,26 yrs,43277,21291,21986,9981,5106,4875,10248,5043,5205,18060,8736,9324,3841,1883,1958,1147,523,624
2024,113,Dallas County,27,27 yrs,43561,21226,22335,10483,5373,5110,10632,5087,5545,17464,8462,9002,3906,1812,2094,1076,492,584
2024,113,Dallas County,28,28 yrs,43757,21399,22358,10545,5415,5130,10941,5386,5555,17115,8105,9010,4024,1949,2075,1132,544,588
2024,113,Dallas County,29,29 yrs,44710,22088,22622,10872,5665,5207,11868,5746,6122,16657,8067,8590,4125,2068,2057,1188,542,646
2024,113,Dallas County,30,30 yrs,44184,21597,22587,10688,5588,5100,12085,5793,6292,16135,7758,8377,4159,1949,2210,1117,509,608
2024,113,Dallas County,31,31 yrs,43667,21382,22285,10293,5380,4913,12770,6104,6666,15899,7654,8245,3592,1767,1825,1113,477,636
2024,113,Dallas County,32,32 yrs,42809,21063,21746,10432,5391,5041,12312,5983,6329,15392,7449,7943,3705,1800,1905,968,440,528
2024,113,Dallas County,33,33 yrs,43059,21179,21880,10534,5457,5077,12304,5849,6455,15425,7452,7973,3792,1948,1844,1004,473,531
2024,113,Dallas County,34,34 yrs,42270,20929,21341,10570,5545,5025,11955,5597,6358,14924,7403,7521,3857,1936,1921,964,448,516
2024,113,Dallas County,35,35 yrs,40742,20063,20679,10188,5106,5082,11208,5256,5952,14513,7380,7133,3990,1959,2031,843,362,481
2024,113,Dallas County,36,36 yrs,41123,20439,20684,10816,5395,5421,10608,4905,5703,14896,7568,7328,3938,2194,1744,865,377,488
2024,113,Dallas County,37,37 yrs,40978,20011,20967,11203,5490,5713,10145,4673,5472,14959,7622,7337,3844,1899,1945,827,327,500
2024,113,Dallas County,38,38 yrs,41360,20056,21304,11565,5658,5907,10011,4445,5566,14905,7538,7367,4037,2013,2024,842,402,440
2024,113,Dallas County,39,39 yrs,39546,19462,20084,11028,5407,5621,9381,4235,5146,14656,7473,7183,3724,2011,1713,757,336,421
2024,113,Dallas County,40,40 yrs,39158,19098,20060,10597,5376,5221,9111,4084,5027,14606,7388,7218,4100,1892,2208,744,358,386
2024,113,Dallas County,41,41 yrs,40509,19725,20784,10739,5443,5296,9304,4101,5203,15487,7819,7668,4171,1996,2175,808,366,442
2024,113,Dallas County,42,42 yrs,39478,19430,20048,10335,5219,5116,8939,3969,4970,15482,7940,7542,3939,1936,2003,783,366,417
2024,113,Dallas County,43,43 yrs,39433,19208,20225,10127,5087,5040,9020,3957,5063,15921,8126,7795,3724,1730,1994,641,308,333
2024,113,Dallas County,44,44 yrs,39477,19420,20057,9638,4915,4723,8942,3894,5048,16409,8400,8009,3770,1863,1907,718,348,370
2024,113,Dallas County,45,45 yrs,36333,17945,18388,8835,4505,4330,8284,3645,4639,15235,7830,7405,3373,1670,1703,606,295,311
2024,113,Dallas County,46,46 yrs,36316,17845,18471,8702,4400,4302,7894,3403,4491,15937,8193,7744,3214,1605,1609,569,244,325
2024,113,Dallas County,47,47 yrs,35768,17379,18389,8564,4407,4157,7827,3370,4457,15711,7832,7879,3108,1513,1595,558,257,301
2024,113,Dallas County,48,48 yrs,35685,17196,18489,8404,4264,4140,7517,3191,4326,15853,7861,7992,3381,1621,1760,530,259,271
2024,113,Dallas County,49,49 yrs,36437,17898,18539,8696,4442,4254,7559,3300,4259,16393,8278,8115,3265,1631,1634,524,247,277
2024,113,Dallas County,50,50 yrs,34447,16663,17784,8323,4202,4121,7384,3167,4217,15212,7545,7667,3099,1543,1556,429,206,223
2024,113,Dallas County,51,51 yrs,34785,17109,17676,8634,4462,4172,7575,3320,4255,15086,7611,7475,2970,1462,1508,520,254,266
